1,2,3,4,5,6,7,8,9,10,class
XXZYXQ,QZYQQZ,XZXYYQ,YQQYQY,QZZXZZ,XZZYQQ,QYQQYY,YQQYZX,XXQQZX,XXZXYQ,C
ZZQQYY,YYZZYQ,QYZZZY,QYQQZY,YYZZZQ,QYYYYQ,YXQQXQ,YZYYYQ,QQQYYY,YYQQQY,C
QQQYZX,ZXQYZZ,YXZXQX,XZZZYZ,YXXZYQ,ZYYQXX,ZYXXZZ,XQYQQQ,ZXZZZY,QYQYQX,B
ZZYZXZ,YQZZYQ,QZZZXX,ZXXZXZ,ZXZZYQ,QXZZZZ,ZYZQQZ,ZZXXZY,QQYXQY,YYQZXQ,B
ZXZYYY,ZXXZXY,YQQQQX,YZXZZX,ZXZYXZ,ZZZXXY,XZZXXZ,XZZZXZ,QYZYXX,XXZXZZ,C
YYQYQX,QZYYYX,QZYZZX,ZZXQZY,YQYYQY,QXQYQX,QZQQQQ,ZZYXZX,ZZYQQY,YXZXQQ,A
QYXZZZ,ZZXQYZ,ZZYQZY,ZZZZZX,ZZQZYQ,QXQZZQ,XQZZZZ,XZYXZZ,YQXZXZ,QQYXXQ,B
XQXXXZ,XXQXZZ,XZZXQQ,XYXXQQ,QYXXXQ,QXQYQX,QXQQQZ,XXZZQQ,QQYQQQ,YYQZZX,A
QYQQQZ,ZYQXXQ,QQQZZX,QZZQYQ,ZQQQZZ,YYQYYY,QXYQYQ,QYZYXQ,YXQYYQ,YYQZXQ,C
XQZXQY,YYYZYZ,YXQYZX,XZXXXX,XXXZYQ,QZXYXX,YQXXZQ,XXYZYZ,ZYYQYY,YQXYZZ,B
YXQQZZ,ZXZYZQ,QZZXXX,QXXZXZ,YXZXZQ,ZXQZYQ,QYQQZX,YYYQYX,YXXXQZ,QYQQYQ,C
QYZXQQ,XXXXQQ,YQQXQQ,ZZZYQZ,YXXXQQ,QXYYQX,YQYQXX,XQXXYQ,QYYXYQ,XYYYQY,A
QXXQQQ,QYYYXQ,ZYXXQX,ZYQYYY,YXXQZZ,XQXQXX,ZXYZZX,QXYZXQ,YXQQYX,QQZYXY,C
XQXQQZ,ZQXZXX,ZZZXZZ,YQQQYQ,ZZYXXQ,XQQZZQ,XQYZQQ,QXQYZQ,QQQXQY,YZQYZX,C
ZZZXZZ,YXZQXQ,QQQZQZ,ZZZYQQ,ZYZZYQ,QXYQQQ,QYQZXQ,QZXQQQ,XQQQQZ,YQZZZZ,A
YYZZXQ,YXQYYZ,YXZYZZ,ZQQQQX,XZXQXZ,ZQZYXZ,QYQYYQ,YYZYYX,QYQZXZ,XQXXYZ,C
ZYQQZZ,ZZXZYZ,ZYZZXZ,XQZZXY,ZZXZYQ,XQYYQX,XZZZXX,QXQQQY,QQZZZX,QQYYQZ,B
YZQZYQ,QQQQZZ,XZXQXY,YQQZYZ,YXQQYQ,QXQYQX,XYQQXQ,XQQXZY,QYQQYY,QYZYXY,A
QZQYYQ,ZZZXZZ,XZZXXZ,XZZZZX,QZZQQX,QZYZYQ,QZZXZX,QZZXQZ,XQQQQY,XXYZXZ,C
XXYZZX,ZXYYXZ,YYZYQX,XZYYXX,YXQZXX,QYYXXX,QXZZZX,QXZXYX,XYYXZY,ZXXZXZ,C
YXXZZX,XXZYYZ,XZXYZZ,YYZYYQ,XYZZYQ,QXZXQZ,XXQQQX,XQZZYQ,QYZYQY,QQYYQY,A
YYQQQQ,XQQYZX,ZZYQYQ,YZXZXZ,ZZXZZZ,YXXZZZ,QYQZYQ,QQXXXQ,ZXXYXX,XYXQZY,C
XZXZYZ,XYQQZZ,ZXXZXX,ZZXXZZ,ZZYYYQ,ZXXQZX,ZZYQQZ,XQQYXY,ZYYQQQ,QZQQQX,B
ZXXZYZ,XQZXYZ,YQYQZZ,YXYQXY,ZZYQZZ,YQQYQY,YYYZXX,ZXYYXX,ZYYQXY,QZZXYX,C
ZYYXYX,QYYYXX,YQXQZY,ZZXXQY,YYYYQY,YZYZYY,XYYQYQ,ZYYXXX,XXYQQQ,YYZYYQ,C
XQZXQQ,ZYXQQQ,XXQZXZ,XQQZXQ,YZZYYQ,QXYZYQ,QQQYXQ,XXQQXQ,QZZYXZ,XQQQXZ,A
QYYQZY,YYXZZZ,ZQQYQY,QQZYYQ,YXQYQQ,XXZYQY,YQQYYX,QZQQZX,XZZXXZ,ZZXQQQ,C
QYYXXX,XXQZZY,YQZYQQ,YYYYQY,YZXZYQ,QXQYQZ,YQYYYZ,YZZXXX,QZXXXX,ZYYXZY,A
ZYZZZY,ZZQQZY,ZYZYQY,ZZZZYY,ZYYZQY,ZYZZZY,XZYQZY,ZZYZZY,ZZYZQQ,XQYZZZ,C
YYYXQZ,ZYXYZZ,ZYXQQQ,YQYQYY,QYYQQY,XQXQXY,XYYQQZ,QQQXQY,QZYYQX,QYZXXY,C
XXXXXZ,YYXQYX,QYYXZX,XXXQXX,XXQXYQ,QXXYZZ,YXYQYQ,YXQYYX,QYYZZY,QXXZYY,B
ZXZZYQ,QQYQQY,YYQQYZ,XXXQQZ,XXXZXY,QZYQYX,YYXZXX,ZZXXQZ,XYZXXQ,QYYQXZ,C
YQYXQZ,XQYQZQ,YZYQZX,YXXQXZ,ZXXXQQ,YYYZZZ,YYQYQQ,XYZZXX,XZXXYX,ZZQZQY,C
XXYZZX,YYXXYQ,YYYYYY,YYXZXY,QXZYYY,ZYYXXY,XYYXYY,XQQQQY,YQXZYX,YXYZYY,C
QQYZQQ,QQZXQY,ZZYZQQ,QQQZQQ,QQZZYQ,QQXZXZ,YZYZZZ,XZZYQX,QQYXQX,QXQQZX,B
ZXZXYY,XZYQZZ,ZXZXQQ,ZZZYQQ,ZYQXZY,QXYYQX,QXZXZZ,YYYZZX,ZXXXZZ,XYYXXZ,A
XQYZYX,ZZYZZZ,YQYQZX,YYXZYZ,ZYZZYX,QZXQQY,YYYYQY,ZYZYQQ,XQYYQZ,XQYQYY,C
YXQXQQ,YQZZYQ,YYZZYZ,QQZXXY,YYXQXX,YQYZYZ,XYQQYX,QYXQZZ,ZYZXXX,QXQZZY,C
YQXQQZ,YZZYQZ,ZQQYXZ,YQXXZY,XQZZXQ,QXQYQX,ZXQXZZ,XQXZZX,QZQZZZ,XQQQZZ,A
QZYYYZ,ZXZXZZ,ZXQQZZ,ZZXXQQ,YQXZYQ,QZYZYQ,QQZQQQ,QXQXXQ,QXQQQQ,YYYXQX,C
ZXZZZZ,YZZZYZ,ZXQXZZ,YZZZQZ,ZZQZYQ,YXZQZX,XZZXQQ,YQZZYQ,QZYYQY,YZXZZY,B
QZZXQZ,QQQQZY,XXQXZY,YQZYZZ,XQQYYQ,QXYQQZ,ZYZZXX,ZYQQYQ,ZZXQQQ,ZYQQQX,A
XXXQXQ,QYZQYY,XYZQYZ,ZZZYZX,YXYQYQ,QXQYQZ,ZXYQZQ,ZZQZZQ,XZZYQQ,XQZZYQ,A
QZXZYQ,QQZXXZ,XXQXZZ,XXXZZX,XZZZYQ,QQZQXQ,YXQQXQ,QQZYXQ,QQXZYQ,YYQQYX,B
QXZZXX,ZXXQQX,QQQQQQ,XZZXXZ,XZZXYQ,QYYQYY,YZZXYX,YXZZZY,YYQQYZ,ZYQYYQ,B
XZXXZZ,XZYZZZ,XQXZZQ,XQYZQX,QQYXXQ,QXQYQY,QQQQZZ,YXQQXX,QQQQQQ,YXQZYQ,A
YQQQQX,QZXZZX,QQZYYX,ZQXQQX,XXXZZY,QQZXZX,QYXQQX,XXYZZX,QQQZZY,YYQQQX,C
ZYQZXQ,ZYQYYY,QYZZYX,QYQQYZ,XXZXXQ,QZZXZZ,ZXQQZX,YQQQZX,ZYYQZY,QYZXXX,C
YXXZXY,ZXXYQX,YYYZYX,YYXXXZ,XXQXQZ,XYQYXY,YZZYYY,XXYYQY,YYYZZY,YYYZYY,C
QZXQQQ,ZXZQQQ,ZYXQQZ,QQXZQY,ZXQZXZ,ZYZQZX,QYZZXZ,ZYYQXQ,XZXQZX,QZXZYY,C
QQQXYZ,ZZYQZY,XZXYXX,XXXYYX,YXYYXX,YYXXZY,YYZXXZ,YYYYYQ,YYXQYY,QXXZZY,C
XXZQYQ,QZXZXQ,QYQXZZ,XZZYZQ,QZXYZQ,QXQYQZ,ZXQQQZ,XQZXZQ,QYZQQX,QZZQQQ,A
YQYQYZ,ZZXZYZ,ZXXZYZ,ZXZZXX,XZZZYQ,YQZYQX,ZXXZZZ,XQZZZY,ZZYXZZ,ZZYXZY,B
ZXZYXX,QYYYZY,QZXYXY,XXXZXX,XXXZYQ,YXXYQX,QYXQYX,QYYZZY,QQXXYX,QYZZXX,B
XQYYYX,YXXYXY,XYXYYX,YXYQYY,XZYYQY,QQZZXQ,XZZYYY,YQXZZX,ZZZYYY,QXYXXY,C
ZXQQZZ,XQYQQY,ZZZQQZ,QZXQYQ,XQQZQQ,QQZZZZ,XQZXZZ,QYQQQQ,ZXZYXQ,XXZYQQ,C
ZZXZYZ,ZYZZYZ,ZYZQXQ,XZXZZZ,YZZYQZ,ZXZXQY,QZXXZX,ZYXXZY,ZYQYQY,ZYZZZX,C
XXZXYX,QYQYYY,ZQXQQZ,YXXQXQ,ZQZYYQ,QXQQQZ,ZZZQZQ,QQYZQQ,QQZYQZ,XZZQQQ,A
QQYXQX,QQYQYQ,ZYQXQX,ZZZYYQ,QZXQZY,ZYQQZY,QYQXQQ,ZZYXQQ,ZZYXQQ,ZZYZYY,C
YQZYYZ,XQYYYZ,ZXQZXX,XZXXZZ,YXXXYQ,ZYXYZZ,ZXXXXX,QQYQYZ,YYYXXY,XQZYZY,B
QYXYQY,QZYQXX,XXQYYY,ZYZXZX,XXXXQX,QQYYYY,XQZYYQ,XQQYXY,XXXQQY,XYQZXX,C
QYQQQY,YYQZYQ,ZQXQZZ,XQXQXZ,ZZZZYQ,QYQZQX,ZQQXYZ,QZYQQZ,ZXQYYQ,ZZZQQQ,B
QZQZQZ,ZQYQZQ,ZZZZQZ,XZZQZZ,XZYZZX,QZZYZZ,YQQQYQ,XQQQZQ,QQZYXX,QXXZQZ,C
QZXYXX,YZXYZZ,YYQZZX,QXXYQX,XYYQQQ,ZYYYQQ,ZYYQYY,YXXQXY,YXXXQQ,QQZXQX,C
ZYXXQX,YZXZZY,QZZXQQ,QZYYZY,QQYQXQ,YYYZXZ,XQXZXZ,YYYYYY,YYZYYY,YYYZYY,C
QQZZQZ,XZQZXY,QYQZYZ,QZQZQZ,ZQZYQY,ZZXYQQ,QXYXXX,QZQQYX,ZYQZQX,ZZXZQZ,C
ZXQYYY,XXXQXZ,ZZYXXZ,YXYXZX,XQQZYQ,YQYYQZ,XZZYXQ,YYQYYY,XXQYZY,QQQXQY,C
YXQZXQ,YZZYZX,XZZZXZ,XXZXZX,QYQZYQ,XQXQYZ,XXZYZZ,QYYQYZ,ZYQYZZ,QZYQQX,B
ZZXQQQ,ZQQQYZ,QZQZZY,QQZZQY,ZXZZZQ,QZQYQY,QQYXQQ,QQZZYQ,YZXXQZ,QQXZXQ,C
XXQZZZ,ZXZYZX,QZXXQQ,ZXXQZX,ZXQZYQ,YZXQXQ,QQZXQZ,QYZZXZ,XQXXZQ,YQYYQY,B
YXQYYY,QZZXYZ,YYZQZY,ZQXXYZ,XXQZXX,XYXYQY,XXXXXX,XXYYXX,XXYYQX,XXXYXQ,C
ZQQQZY,YQXZYZ,XQZQZX,ZZZXQX,QYYZYQ,ZZZXYX,QYYXYY,YQQQQY,XYZZQY,QQXQYX,C
QQZXZY,ZYQZQZ,QZZZQQ,ZXYXXZ,XZQZYQ,ZXZYZZ,YXQQYX,QYXQYX,YXZQZZ,QZQZXZ,B
QZZZZQ,ZQZZXY,ZXQYQX,QZXZYQ,XQYYXQ,QYYQZY,QZXXXQ,XYZQZZ,YQZQXX,YXQQXQ,C
QYZYQY,QZZXQQ,QXQQQZ,YXZXQZ,ZZYZYQ,YZXQQX,ZZZZZY,YQQXQQ,XQQYQZ,XQXQXY,B
YXYXXX,XYYQYX,QQYZXQ,QQYYYY,YZYXZY,YZXZZX,QYYQXX,YQYYYX,YYQYYX,QQXXXQ,C
XZZYYZ,YQQQYQ,QYYYZY,ZYYZYQ,YYYXZZ,QXQYQX,QQYXQZ,ZXXZXZ,ZZZYQQ,ZQQQQY,A
YZQXXX,ZYXQYY,QXXXYX,XXXQZZ,XXZZYQ,ZXXZZY,XYXXQQ,YXXZXX,YZZYYX,QXYZXQ,B
QYZZQZ,XXZZZQ,XYZQXQ,QZXZXQ,XZZYYQ,QXYYQX,QZXQQQ,ZXYZZX,XYQYQX,ZZXZZY,A
ZXYQYQ,QZZXQY,QQYXQY,QZXQQY,YQQYQX,QYQYQQ,QQYZYY,YYZZZY,ZZXXQX,XQQYQZ,C
ZXXXXQ,XYYXXY,YXQYQY,XXXXXY,XXXXYQ,YXQZZX,QYQQYY,QXQZYZ,ZYXQQY,QYQQYQ,B
ZZZYYQ,QZZYYZ,ZQZQYQ,YYQYXQ,YZZZYQ,QXQYQX,QQZZZQ,ZXYZZX,ZXXZXQ,QXQQZZ,A
ZYXQYY,QZXXXQ,YQXQYY,QZXZXX,ZZXQQQ,QYZYYX,QXQQQZ,XXZYYX,QXZYYQ,YYXQXQ,C
QQZZXZ,YZYZYQ,ZZZXZZ,QQXQXY,ZZYZYQ,YXXZZY,YZZZQY,QYQQQQ,XQYQZQ,ZZXYZZ,B
YXZXZY,ZZQYXZ,ZQZZXX,XXZQXX,ZXXXZX,XXXXYX,XZXZXX,XYQYZQ,QYQXXX,ZYZXZX,C
XXQYXY,YZYXQY,ZYXXXX,ZZXXXX,ZXYZYQ,YYXQYY,YZYQXY,QYYQXZ,YXZXZY,QYYYXQ,B
YYZYQQ,ZYXXZZ,YZYQQZ,XXXXXZ,XQQQYY,ZZZXXY,ZXXQYX,YQXQZX,ZXYQQY,YYZYZX,C
YXQXZY,YXQXQY,YYQQXY,XQQXYQ,QZXQQQ,QYQQYQ,YXQZYQ,ZYYQQX,QQQQYY,XXYYQQ,C
ZYZXYZ,YYQZYQ,ZYZXQZ,ZZXZZY,YZZZZQ,QXQYQX,QZZXYZ,QQZYQQ,QZZXZZ,YQZYQQ,A
XQZXXZ,XQZXYX,YXXXQX,QYXYXY,QQYYXX,YYQYQQ,YXYZYZ,YZQXXX,QXXXZX,XZQXQZ,C
YXQZYX,QXYXZX,QZZXYZ,ZXZXXZ,XZYZYQ,ZXZZXQ,QQZYYX,QXQZXQ,QXQXQX,QXYZXQ,B
XQQQYX,YQYYYZ,XZYZXX,ZZXYZY,XXZZYQ,YXQQYY,XQZXZX,ZXQZYQ,QZZYYQ,ZZZQZY,B
XQYZZY,QQXZZX,QXXXXX,YXXZXY,ZXZZYQ,QZQQZY,YZYQXQ,ZZZYQQ,QZXZXQ,YXQXQX,B
YXQZYQ,ZYZZXX,ZYQQXZ,XXQYQZ,XZXYXQ,ZYQQQY,QQXYYQ,ZZYZQQ,YYQXZY,ZYYQZY,C
YQYZZZ,QZZQQQ,YQQZQQ,YQQYZZ,XQZYQQ,QXQYQZ,ZZZYZZ,QZZZZX,ZZQXQZ,ZZZZQZ,A
YYQYZZ,YQQXQQ,ZXZZYX,QZZXXX,ZZZZYQ,QXXZXQ,QYQYXQ,YQZYXX,QQQQZQ,ZZQQYY,B
QQQZXX,ZXZZYQ,XXQZXY,QZXXXZ,YQXXXZ,XXYQZZ,ZXQXQZ,YQYQZZ,ZQYQXQ,ZQZQZX,C
ZYYZYX,QZZYZZ,XQQZYX,XQYQQZ,ZYQXZZ,XQYZYY,YYXQZX,XZYQQQ,ZZQZZX,XXXXQZ,C
ZZZYZZ,ZZZYXZ,ZZZXYX,QQZXZX,XZZXYQ,QYQYZZ,ZZYQZY,YQZYQY,YZXZYZ,XQZXZX,B
XYYXZX,ZZXXZX,XQZZXQ,ZZXQQY,ZXYZYQ,ZYYXQZ,ZYQYQY,QYYXYX,ZZYQYQ,YZXZYZ,B
XYYXQZ,ZYZZXX,XQZYZX,YZZXZZ,ZXZXYQ,QYQYYQ,YZXZXX,ZZYZZX,ZXXXXX,QZZXQY,B
XYZXQY,XXXXZY,XXXZXZ,XXXXXZ,XXZXYQ,YYXQXZ,XXQYXX,QXQQYY,QXYYQX,XZYZYX,B
QZXQZX,QYZYZX,ZXZZXZ,ZYXXQZ,XXXZYQ,YQXZYZ,ZXQQXQ,QXXZXQ,ZQZZXX,ZZZZXY,B
YXQZXQ,YZZYZX,XZZZXZ,XXZXZX,QYQZYQ,XQXQYZ,XXZYZZ,QYYQYZ,ZYQYZZ,QZYQQX,B
ZQQQYQ,YXZXXZ,YYQQYZ,QZQQYQ,YQQYZQ,QXQYQZ,ZZYQZZ,XZQQQQ,ZQZZZZ,QZQZQQ,A
ZXYYXX,XYYYYY,XXXXYY,YYXXXY,YXXZZY,XXYQYY,YYZYYY,YZXQYZ,XXXXYY,QYYZYY,C
ZXZQQQ,ZYQZYQ,XZYXXQ,ZXQXZY,ZZZQZX,ZXQZZZ,YQQZXQ,ZZZQZZ,YQQXZZ,YZXXYX,C
ZXQZXQ,XYYXQX,QQYQQY,YQYYQY,QZXZYQ,QXYYQQ,YYQQQQ,XQYQQY,QXQXQQ,XZXQYQ,A
ZZYZZZ,QXZZQY,ZYYZXX,ZZQQYZ,XZZZYQ,QXYQQQ,YQQYQZ,ZZZXQX,XYQZYZ,XQZZYQ,A
ZXXYYQ,YYXZZY,ZXYXQY,XQQQYY,YZYXXX,ZYXXZX,ZYYYYY,YYYYYY,YYYYYX,XXZXZX,C
QZXQXZ,YXYQQZ,YXZQYZ,QYQQQQ,ZYQXXX,QXYYQX,XQQZXX,QXZXXQ,QZYXZY,ZXZXXZ,A
ZXZYYX,QQYQYZ,ZZZXQQ,ZYZYYQ,YXZZZX,QZZZXQ,QYZZZY,QYQYYQ,ZXZYYX,QXZXXZ,C
ZQXZQQ,ZXXXZZ,ZZXXZX,QXXXXQ,XXZXYQ,QYZXXZ,XQZYZQ,QYZZXQ,QZZQXZ,XZZYQX,B
YQQYYZ,YYYQYY,QXQYZX,XQQQYY,QXYZXY,QYYQQY,QYQQXQ,QYYYYY,QYYQZY,ZXQYYQ,C
ZXZZYZ,YXQYQZ,ZYQYYY,ZYZYZQ,QYQYXQ,QXQYQY,QQXQXQ,QQYXQZ,YZYQZY,QXQQQZ,A
ZXXYZY,ZYYYXX,QQZYXQ,ZXXQXQ,XXXZYQ,YXQZZX,XQQXXZ,YYQQQY,XQQYYY,QXZYZZ,B
QYQQYX,QYYQZX,YYQQYQ,ZXQQZX,QZQQYQ,QXQXQQ,QQXZXQ,QQYXQZ,ZXQQQY,ZZZYQQ,A
YXZZZZ,YQYXZZ,XYYQYQ,QZZQYY,XQQXYX,ZXQQQZ,YQYYYQ,YXZQYX,YXYZZX,YXYYZQ,C
ZXZXQX,ZZXXYX,ZYYZXX,XZYXZZ,ZZYZYQ,XYXXXX,XZZXQX,QYYZYQ,ZZYXQZ,YYZZYY,B
XXXZZY,ZZZXZY,XQZZZZ,ZXZXZZ,ZXXZYQ,XXXQXZ,YQQYYY,XZYQXY,ZYXXQX,QXQYXY,B
XXXYYY,YYQZQQ,ZQYZXZ,ZQXXZY,ZZZZQX,QXQZXQ,XXXYQZ,YZZZYQ,ZZXZZZ,ZQXQYY,C
XZYQXY,YXXYYZ,ZYXZXX,ZZXQXZ,XXXZYQ,XXQXYQ,YQXYXY,YYYXXQ,ZQQYXY,XQQQYZ,B
QXQQZZ,YZYZYQ,ZZXQYQ,XXQZYY,QXXZZY,QQQZZY,QXYQYY,YYZZXQ,ZYYQZX,QXYXZX,C
YZYZXQ,ZZYXQX,XZXQZZ,ZXQXZZ,XZYZYQ,QQYQZX,ZYQZZZ,QZXQQY,ZXXYXY,YXQZZY,B
XZYXQZ,YXXQYY,ZZYYYY,ZXZYQQ,ZZQXYY,QQYYYQ,QZXXXQ,YYQQQQ,ZYQXQQ,XYYZXX,C
XQYQZY,YXZXQZ,XXZXXX,ZYQYQQ,QXQXQX,QZQXXZ,XZXZYQ,ZXXXZX,XQYYXX,XYXXXZ,C
XXQYZY,QZYYYQ,QZXZXZ,QQZXZZ,XQQYQX,ZZXZYZ,XQXZZY,QZXZYQ,YQQQYQ,YQQYQZ,C
XQZQZX,ZXZZQZ,XQZQQQ,ZQZZZQ,QQQZQZ,QZYYZZ,ZZYZZZ,ZQZXQQ,ZXZZQX,QZZQXQ,C
QZZZXQ,QZYZZZ,YQZYZY,YXQYYQ,YXZYYQ,QXQQQX,QXZXXX,ZZXQZZ,XQYQZX,QYZZXQ,A
QXYXZZ,ZZYZXQ,ZZXXQX,YXQXQQ,XQYYYZ,ZYYYQQ,QXXYZX,XXXYZY,ZXXYYX,ZXYXYQ,C
QYXXXY,ZYQYXQ,YXXXXQ,YYXQQY,YXXYYX,QXYYQX,YXYXXX,ZZXXXZ,XXYZXY,YYYXXY,A
XQXXYZ,ZXZYZZ,XXZQQY,QYZYYQ,YXZYYQ,QXQZZX,ZYZYQZ,ZZZXZY,QQZZZY,ZZZZZY,A
ZZZQQQ,ZYQZXZ,ZZQZXY,ZQQYZY,ZZXZYQ,QXQYQZ,QZXQQQ,ZZQQQZ,ZZZQQZ,ZXZZQZ,A
ZYXZYX,ZZQXQX,ZYYZZY,QZZYXQ,QQQYYQ,QXQYQZ,YQYYZY,ZYYYXX,YYYXYY,YYXQYY,A
XXYZZY,YZXYXX,XXXQXZ,YXYXXZ,XXZYYY,QYYQQY,YYYYYX,QXXXZX,QZYXQX,QYYYQQ,C
QQXQYX,YQQYZX,YQYQQY,QXYYZX,QQYXYX,XXZYZZ,XXZYYZ,XXYXYZ,ZXQYYQ,ZXQZZZ,C
ZXQYXY,XXQZXQ,YZYXXQ,YYYZYX,XYYYYQ,QXYYYQ,YYXXXZ,ZXYXXX,ZXQQQY,YYQXXX,A
QZXZXZ,ZZXQZX,XZYQQY,QZQQXX,QQQQQZ,ZXQXQQ,ZZXQQY,QQYQQY,QQZYZZ,YQZXXQ,C
XYYXYX,YZYYYY,XZYXYX,YXYXYX,YXYXQX,XZXXQX,XXXXXQ,YQYZYQ,YQXZXZ,YZYZXQ,C
ZZYYYQ,QYYZYQ,YYQXYX,XZYXXZ,ZXQZYQ,YYZZZZ,ZYQYZZ,XZZZXZ,XQXXXZ,XZYQYQ,B
XQZQQZ,QZXYZX,YZYYXZ,YQYQZQ,YQQZZQ,QXQYQX,QYZZZZ,QQZZYQ,QYQZYQ,QXZYZQ,A
YQYQQX,XQQXXZ,XXYXZZ,ZXXQQY,QQYXXX,YYYYZZ,XXYQXY,ZYYYXY,QXZZXY,QZZYXY,C
ZYQZXQ,QZZXXX,QYZYZZ,XYZZYQ,QYQXXX,QXYYQZ,XZXXQQ,QQYYXQ,QQXQZQ,ZYXZYQ,A
QQZYYQ,QYZXXZ,XZXQQQ,ZQQZZX,ZYYYXQ,QXYYQX,QQXQZZ,ZYXZXZ,ZXZZZX,QZZZZZ,A
XQXQQY,ZYYQXY,ZYYZQX,QYQZQQ,ZYZZYY,ZQQQYZ,ZXQZZX,QZXQQZ,ZYQZYX,QQQQZX,C
ZXZYYY,XYZYYY,QZXQYQ,XQQYQY,QZYQXX,QQXQYY,QYYQXY,XQQZYX,XZZYYQ,XQQXYX,C
ZYZZYQ,ZYZQYQ,ZQXYXQ,QQZXYZ,ZYQZXQ,ZYXQQY,QZYQYQ,QXQYYZ,QQXQQQ,ZXZZZY,C
QZZZZZ,YYZZYZ,QZXZXQ,XXQZXZ,XXQZYQ,ZQYYQZ,ZZYZZY,ZQYZQZ,ZYQZQZ,ZQZQYZ,B
ZYXZXX,XYXXQX,ZXZZXX,XZYXZX,ZYYZYQ,ZXZZXQ,QQYYYX,QXQZXQ,QXQYZZ,QXXXXQ,B
QXQZYY,QQXQXQ,YZQZZZ,ZXXZYZ,ZXQQZZ,QZZZYQ,QYQQQZ,ZYZQZY,QYQYXQ,QXQQZX,C
QXZXXX,QZXXXX,ZXZXQX,YXXYXY,XZYYYZ,YXXQQQ,YYYXXZ,YQZZXZ,XZZYQQ,ZQYXQQ,C
XQXXZZ,YXQYZZ,ZZZZZY,ZZQZZX,XXYZYQ,XQXXZZ,XQQZXZ,ZXZYQZ,YYQZYZ,QQXZQZ,B
QZZQZX,XZZXZY,XZZXQQ,ZYZYZX,ZXZXXZ,YZYQZZ,QYYQYY,QQZZYQ,XXQXYX,QQYZZQ,C
XZZQZX,QYZQZX,QZXXXQ,QZXQXZ,XZZZYQ,YXQXQQ,XQQXQZ,XQYYZX,ZZYYQY,QQYZZY,B
QXZZZX,XXZYYY,XXQXQY,YQYYXZ,ZYYQQX,ZXQXQQ,QYYYYQ,ZYYQZQ,YQZYQZ,XQQZXQ,C
YZZYZX,ZQQXZZ,XYQZZX,ZZYQYZ,YZZZZY,ZYYXYZ,XZZXZX,QYQZZX,QYQQZZ,YQQZYQ,C
ZQQXQX,QZZQQQ,ZXZZXQ,YXQYZZ,ZXZYYQ,QQYZXX,ZZZYQZ,YZZXYZ,YYZYYY,QYZXXY,C
YZZXXX,QQZXXZ,XZYQZY,QQZYQZ,XQYZXQ,YQQYQY,ZXXQQQ,QXZXXZ,ZXQQZX,ZYZXYX,C
QYYYYY,QQYQQZ,YYXYXQ,YYYZQY,QXYXXX,QYQZQY,XXZXQX,ZQXQQY,ZXYYYY,QYYQXY,C
XYYZXZ,XXXZZY,ZZYYXX,XZYYYX,YQXQZQ,QZXXYY,YYQYXQ,YYQQYQ,YQZXYY,YZYYYZ,C
YQYYZQ,QQYYQQ,YQYXQZ,XQZYQZ,QZQZQQ,QXYZZY,QQQQZY,QXQQQQ,ZQZZXZ,ZZXQYX,A
YYXXYX,ZYYXQX,XZXYQX,XZXQXQ,QZZYXZ,XQZXXY,QXYQYQ,ZXXXXX,QZYXQX,YXZXXZ,C
QQYYQY,XQZXQQ,YQQYQY,YYZZZX,QQQYYQ,QXYQQZ,XZXQQX,QYZZYQ,QYZYYQ,QYYQQQ,A
ZXZQYZ,QQXQYX,QQQQQQ,ZYYZXZ,QQZQQQ,QQYQZX,QXQZQX,ZXXZZZ,ZXXZYZ,XXXZZX,C
YQQQYY,YYQZZZ,YXQYXZ,XXZYYQ,ZYQQQY,YQZZZZ,YQXQYQ,XYQZXQ,ZYXXZZ,XYQYYY,C
QYZZYY,QQYQYQ,XZYQQY,QYZZZX,ZZYZYY,YXXXQZ,YXZYYY,YZZZQZ,QYQZQY,QXXXQX,C
QZXQYZ,XZZYZY,YZZYQQ,YQXZXX,XXZYZX,YXYXYY,XXXZYY,QYYXXZ,XYXYQY,YQXYQY,C
XZXZZZ,XQQQYZ,XZXXQY,XZYYYQ,ZQZQQZ,ZZXXXZ,ZZZYQZ,ZXXYQZ,QYQQZQ,ZZZXQZ,C
ZXZXYY,XZYQZZ,ZXZXQQ,ZZZYQQ,ZYQXZY,QXYYQX,QXZXZZ,YYYZZX,ZXXXZZ,XYYXXZ,A
ZYYQYY,QZZYYY,QZYQXQ,YYQQXX,QZYQYQ,YYXXXX,ZXXYZX,YYYYXQ,ZZYYQQ,YXXZYX,C
QYZQYX,YYQQYQ,YZZXQZ,XXXQZZ,QYQQYQ,QXYZXY,ZYQXXZ,XZXXZY,XXXXYY,XYXQXZ,A
ZXXZYX,XXYYZX,ZYYZXY,XYQYYX,XYXXYQ,QZXQQX,QZQZYY,QXQYZX,QZYQXX,XXXYZZ,C
YQZYYY,QYQQXZ,ZXQYXQ,QYQYQZ,ZZQZZQ,QXQYQX,QXQQXX,QZQXQX,QXQXYX,QXYXQX,A
XYYXXX,YYYYZX,ZYQYYQ,YYYQZZ,XYZYXZ,YYYQQQ,YYQXYQ,YYQXQQ,QZZZQQ,ZXZYZX,C
